2026-07-20 14:49:38 | INFO | INFO | 开始创建引擎组件...
2026-07-20 15:28:48 | INFO | INFO | 意图引擎已创建
2026-07-20 15:28:48 | INFO | INFO | 意图引擎已创建
2026-07-20 15:29:35 | INFO | INFO | 特征存储已创建
2026-07-20 15:29:35 | INFO | INFO | 特征存储已创建
2026-07-20 15:29:35 | INFO | INFO | 融合决策引擎已创建
2026-07-20 15:29:35 | INFO | INFO | 融合决策引擎已创建
2026-07-20 15:29:35 | INFO | INFO | 编排层已创建
2026-07-20 15:29:35 | INFO | INFO | 编排层已创建
2026-07-20 15:29:35 | INFO | INFO | PrudenceAPI 初始化完成
2026-07-20 15:29:35 | INFO | INFO | PrudenceAPI 初始化完成
2026-07-20 15:29:35 | INFO | INFO | 启动 UI 仪表板: http://localhost:8501
2026-07-20 15:29:35 | INFO | INFO | 启动 UI 仪表板: http://localhost:8501
2026-07-20 15:55:33 | INFO | INFO | 开始创建引擎组件...
2026-07-20 15:55:33 | INFO | INFO | 数据源已创建: mock
2026-07-20 15:55:33 | INFO | INFO | 从数据源加载了 5 个产品
2026-07-20 15:55:33 | INFO | INFO | 适当性引擎已创建
2026-07-20 15:55:33 | INFO | INFO | 意图引擎已创建
2026-07-20 15:56:23 | INFO | INFO | 特征存储已创建
2026-07-20 15:56:23 | INFO | INFO | 融合决策引擎已创建
2026-07-20 15:56:23 | INFO | INFO | 编排层已创建
2026-07-20 15:56:23 | INFO | INFO | PrudenceAPI 初始化完成
2026-07-20 16:43:58 | INFO | INFO | 开始创建引擎组件...
2026-07-20 16:43:58 | INFO | INFO | 数据源已创建: mock
2026-07-20 16:43:58 | INFO | INFO | 从数据源加载了 5 个产品
2026-07-20 16:43:58 | INFO | INFO | 适当性引擎已创建
2026-07-20 16:43:58 | INFO | INFO | 意图引擎已创建
2026-07-20 16:44:47 | INFO | INFO | 特征存储已创建
2026-07-20 16:44:47 | INFO | INFO | 融合决策引擎已创建
2026-07-20 16:44:47 | INFO | INFO | 编排层已创建
2026-07-20 16:44:47 | INFO | INFO | PrudenceAPI 初始化完成
2026-07-20 16:45:15 | INFO | INFO | 开始创建引擎组件...
2026-07-20 16:45:15 | INFO | INFO | 数据源已创建: mock
2026-07-20 16:45:15 | INFO | INFO | 从数据源加载了 5 个产品
2026-07-20 16:45:15 | INFO | INFO | 适当性引擎已创建
2026-07-20 16:45:15 | INFO | INFO | 意图引擎已创建
2026-07-20 16:46:03 | INFO | INFO | 特征存储已创建
2026-07-20 16:46:03 | INFO | INFO | 融合决策引擎已创建
2026-07-20 16:46:03 | INFO | INFO | 编排层已创建
2026-07-20 16:46:03 | INFO | INFO | PrudenceAPI 初始化完成
2026-07-20 16:51:55 | INFO | INFO | 开始创建引擎组件...
2026-07-20 16:51:55 | INFO | INFO | 数据源已创建: mock
2026-07-20 16:51:55 | INFO | INFO | 从数据源加载了 5 个产品
2026-07-20 16:51:55 | INFO | INFO | 适当性引擎已创建
2026-07-20 16:51:56 | INFO | INFO | 意图引擎已创建
2026-07-20 16:52:44 | INFO | INFO | 特征存储已创建
2026-07-20 16:52:44 | INFO | INFO | 融合决策引擎已创建
2026-07-20 16:52:44 | INFO | INFO | 编排层已创建
2026-07-20 16:52:44 | INFO | INFO | PrudenceAPI 初始化完成
